windSpdKts,gustKts,windVrbDeg,intensity,rain,visibilityMtrs,qnh,ws
01,0,0,0,0,9999,1012,0
04,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
04,0,0,0,0,9999,1012,0
03,0,0,0,0,9999,1012,0
03,0,60,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1011,0
03,0,100,0.3,1,9999,1011,0
05,0,0,0.3,1,9999,1011,0
02,0,0,0.3,1,9999,1010,0
03,0,0,0.3,1,9999,1011,0
05,0,0,0.3,1,9999,1011,0
05,0,0,0.3,1,9999,1010,0
03,0,0,0.6,1,8000,1010,0
04,0,0,1,1,4500,1011,0
07,0,0,0.6,1,6000,1010,1
09,20,100,0.3,1,6000,1010,1
17,0,90,1,1,5000,1009,1
07,0,90,0,0,9999,1009,0
04,0,0,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
03,0,140,0,0,9999,1009,0
04,0,80,0,0,9999,1009,0
04,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
03,0,70,0,0,9999,1008,0
03,0,60,0,0,9999,1006,0
04,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1005,0
02,0,0,0,0,9999,1005,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1005,0
02,0,0,0,0,9999,1005,0
02,0,0,0.3,1,9999,1006,0
02,0,0,0.6,1,4800,1006,0
05,0,70,0.3,1,5000,1006,0
07,0,70,0.3,1,9999,1006,0
05,0,0,0.3,1,9999,1005,0
04,0,0,0.3,1,9999,1005,0
09,0,0,0.3,1,9999,1005,0
10,0,0,0,0,9999,1005,0
06,0,60,0,0,9999,1004,0
10,0,0,0,0,9999,1004,0
04,0,0,0,0,9999,1004,0
08,0,0,0,0,9999,1004,0
06,0,90,0,0,9999,1004,0
09,0,0,0,0,9999,1004,0
09,0,80,0,0,9999,1004,0
06,0,60,0,0,9999,1005,0
04,0,120,0,0,9999,1006,0
05,0,120,0,0,9999,1006,0
05,0,160,0,0,9999,1006,0
04,0,130,0,0,9999,1006,0
03,0,0,0,0,9999,1006,0
04,0,140,0,0,9999,1006,0
05,0,90,0,0,9999,1006,0
05,0,0,0,0,9999,1006,0
03,0,160,0,0,9999,1006,0
03,0,140,0,0,9999,1006,0
03,0,100,0,0,9999,1005,0
03,0,0,0,0,9999,1005,0
01,0,0,0,0,9999,1005,0
02,0,0,0,0,9999,1005,0
02,0,0,0,0,9999,1004,0
02,0,0,0,0,9999,1004,0
01,0,0,0,0,9999,1004,0
01,0,0,0,0,9999,1004,0
02,0,0,0,0,9999,1004,0
05,0,0,0,0,9999,1004,0
01,0,0,0,0,9999,1004,0
03,0,70,0,0,9999,1004,0
03,0,60,0,0,9999,1003,0
03,0,90,0,0,9999,1003,0
02,0,0,0,0,9999,1003,0
07,0,0,0,0,9999,1005,0
07,0,0,0,0,9999,1005,0
07,0,0,0,0,9999,1004,0
07,0,0,0,0,9999,1004,0
06,0,0,0,0,9999,1004,0
05,0,0,0,0,9999,1004,0
08,0,0,0,0,9999,1003,1
08,0,60,0,0,9999,1003,1
07,0,0,0,0,9999,1003,1
07,0,0,0,0,9999,1004,0
08,0,60,0,0,9999,1004,0
07,0,70,0,0,9999,1004,0
06,0,0,0,0,9999,1005,0
03,0,0,0,0,9999,1005,0
04,0,120,0,0,9999,1005,0
07,0,80,0,0,9999,1006,0
03,0,0,0,0,9999,1006,0
05,0,120,0,0,9999,1006,0
03,0,0,0,0,9999,1006,0
05,0,60,0,0,9999,1006,0
05,0,60,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1007,0
05,0,0,0,0,9999,1007,0
07,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
07,0,60,0,0,9999,1008,0
09,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
04,0,60,0,0,9999,1006,0
06,0,80,0,0,9999,1006,0
07,0,60,0,0,9999,1006,0
07,0,0,0,0,9999,1006,0
10,0,0,0,0,9999,1006,1
08,0,60,0,0,9999,1006,0
03,0,0,0,0,9999,1007,0
05,0,130,0,0,9999,1007,0
07,0,80,0,0,9999,1007,0
04,0,0,0,0,9999,1008,0
06,0,80,0,0,9999,1008,0
05,0,170,0,0,9999,1009,0
05,0,100,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
04,0,110,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
03,0,70,0,0,9999,1009,0
06,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
03,0,110,0,0,9999,1009,0
02,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
05,0,0,0,0,9999,1010,0
10,0,0,0,0,9999,1009,0
11,0,0,0,0,9999,1009,0
10,0,0,0,0,9999,1009,0
10,0,60,0,0,9999,1009,0
12,0,0,0,0,9999,1009,0
10,0,0,0,0,9999,1009,0
11,0,0,0,0,9999,1008,0
10,0,0,0,0,9999,1008,0
09,0,0,0,0,9999,1008,0
09,0,80,0,0,9999,1008,0
09,0,60,0,0,9999,1009,0
09,0,70,0,0,9999,1009,0
09,0,60,0,0,9999,1009,0
06,0,100,0,0,9999,1009,0
07,0,0,0,0,9999,1009,0
05,0,0,0,0,9999,1010,0
03,0,0,0,0,9999,1010,0
05,0,150,0,0,9999,1011,0
04,0,80,0,0,9999,1011,0
03,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
01,0,0,0,0,9999,1012,0
01,0,0,0,0,9999,1012,0
01,0,0,0,0,9999,1011,0
03,0,80,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
03,0,70,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
04,0,0,0,0,9999,1012,0
04,0,60,0,0,9999,1012,0
07,0,0,0,0,9999,1012,0
05,0,0,0,0,9999,1012,0
06,0,0,0,0,9999,1012,0
06,0,0,0,0,9999,1012,0
06,0,0,0,0,9999,1011,0
06,0,60,0,0,9999,1011,0
05,0,80,0,0,9999,1011,0
05,0,0,0,0,9999,1011,0
05,0,60,0,0,9999,1011,0
07,0,70,0,0,9999,1010,0
08,0,60,0.3,1,9999,1010,0
07,0,0,0,0,9999,1010,0
09,0,60,0,0,9999,1010,1
11,0,0,0,0,9999,1010,1
10,0,60,0,0,9999,1010,0
08,0,0,0,0,9999,1010,0
06,0,0,0,0,9999,1010,0
06,0,80,0,0,9999,1010,0
03,0,0,0,0,9999,1010,0
03,0,160,0,0,9999,1011,0
03,0,120,0,0,9999,1011,0
03,0,100,0,0,9999,1011,0
03,0,100,0,0,9999,1011,0
03,0,110,0,0,9999,1011,0
03,0,60,0,0,9999,1010,0
01,0,0,0,0,9999,1010,0
02,0,0,0,0,9999,1009,0
04,0,0,0,0,9999,1009,0
03,0,70,0.3,1,9999,1010,0
02,0,0,0.3,1,9999,1010,0
04,0,150,0.3,1,9999,1011,0
03,0,0,0.3,1,7000,1011,0
04,0,70,1,1,1800,1011,0
02,0,0,0.6,1,3000,1010,0
03,0,120,0.3,1,7000,1010,0
05,0,110,1,1,2000,1009,0
01,0,0,0.3,1,9999,1009,0
02,0,0,0,0,9999,1008,0
05,0,60,0,0,9999,1008,0
04,0,80,0.3,1,9999,1008,0
03,0,80,0.3,1,9999,1007,0
03,0,60,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
02,0,0,0.3,1,9999,1007,0
03,0,100,0.3,1,9999,1007,0
06,0,70,0.3,1,9999,1006,0
05,0,0,0.3,1,9999,1006,0
07,0,0,0,0,9999,1006,0
03,0,0,0,0,9999,1006,0
05,0,90,0,0,9999,1006,0
06,0,60,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
04,0,80,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
03,0,130,0,0,9999,1006,0
01,0,0,0,0,9999,1006,0
01,0,0,0,0,9999,1005,0
00,0,0,0,0,9999,1005,0
02,0,0,0,0,9999,1004,0
03,0,60,0,0,9999,1004,0
01,0,0,0,0,9999,1003,0
03,0,70,0,0,9999,1003,0
04,0,0,0,0,9999,1003,0
03,0,70,0,0,9999,1003,0
04,0,70,0,0,9999,1003,0
02,0,0,0,0,9999,1003,0
03,0,80,0,0,9999,1003,0
04,0,80,0,0,9999,1003,0
04,0,0,0.3,1,9999,1002,0
03,0,0,0.3,1,9999,1002,0
06,0,70,0.3,1,9999,1002,0
14,0,0,0.3,1,4800,1002,0
11,0,0,0.3,1,9000,1002,0
10,0,0,0.6,1,3800,1001,0
19,0,0,0.3,1,9999,1001,1
20,0,0,0.3,1,9999,1001,1
18,29,0,0.3,1,9999,1001,1
16,0,0,0.3,1,9999,1001,0
16,0,0,0.3,1,9999,1001,1
15,0,0,0.6,1,2600,1002,1
13,0,0,1,1,0800,1002,1
05,0,80,0.6,1,0800,1002,0
15,0,80,1,1,0500,1002,1
21,0,0,0.6,1,3000,1002,0
20,0,0,1,1,0700,1002,1
15,0,0,0.6,1,3600,1003,0
08,0,0,0.3,1,9999,1003,0
02,0,0,0.3,1,9999,1003,0
02,0,0,0.3,1,9999,1003,0
01,0,0,0,0,9999,1003,0
02,0,0,0.3,1,9999,1004,0
03,0,70,0,0,9999,1004,0
01,0,0,0.3,1,9999,1005,0
03,0,0,0.6,1,9999,1006,0
10,0,0,0.6,1,5000,1006,0
07,0,0,0,0,9999,1006,0
08,0,0,0,0,9999,1006,0
09,0,0,0,0,9999,1006,0
09,0,0,0,0,9999,1006,0
08,0,0,0,0,9999,1006,0
12,0,0,0,0,9999,1006,0
11,0,60,0,0,9999,1006,0
10,0,80,0,0,9999,1006,0
08,0,70,0,0,9999,1005,0
11,0,70,0,0,9999,1006,0
10,0,80,0,0,9999,1006,0
12,0,0,0,0,9999,1006,0
12,0,80,0,0,9999,1006,0
12,0,0,0,0,9999,1006,0
11,0,60,0,0,9999,1007,0
11,0,70,0,0,9999,1007,0
11,0,70,0,0,9999,1007,0
08,0,110,0,0,9999,1008,0
06,0,90,0,0,9999,1008,0
06,0,0,0,0,9999,1008,0
06,0,100,0,0,9999,1008,0
05,0,150,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
03,0,0,0,0,9999,1008,0
03,0,0,0,0,9999,1008,0
04,0,90,0,0,9999,1008,0
04,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1010,0
06,0,0,0,0,9999,1010,0
07,0,0,0,0,9999,1009,0
09,0,0,0,0,9999,1009,0
08,0,60,0,0,9999,1008,0
09,0,0,0,0,9999,1008,0
10,0,0,0,0,9999,1008,0
11,0,80,0,0,9999,1008,0
11,0,0,0,0,9999,1007,0
17,0,0,0,0,9999,1007,1
17,0,0,0,0,9999,1006,0
20,0,0,0,0,9999,1006,0
18,0,0,0,0,9999,1006,0
19,0,0,0,0,9999,1006,0
19,0,0,0,0,9999,1006,0
17,0,0,0,0,9999,1007,0
18,0,60,0,0,9999,1007,0
18,0,0,0,0,9999,1007,1
20,0,60,0,0,9999,1007,0
16,0,0,0,0,9999,1007,0
14,0,0,0,0,9999,1008,0
13,23,70,0,0,9999,1008,0
12,0,80,0,0,9999,1008,0
14,24,60,0,0,9999,1008,0
06,0,60,0,0,9999,1008,0
09,0,0,0,0,9999,1008,0
11,0,0,0,0,9999,1008,0
08,0,60,0,0,9999,1008,0
06,0,0,0,0,9999,1008,0
08,0,0,0,0,9999,1008,0
10,0,0,0,0,9999,1007,0
09,0,0,0,0,9999,1008,0
05,0,0,0,0,9999,1008,0
04,0,150,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
04,0,160,0,0,9999,1008,0
05,0,150,0,0,9999,1008,0
07,0,110,0,0,9999,1008,0
08,0,0,0,0,9999,1008,0
09,0,0,0,0,9999,1008,0
12,0,60,0,0,9999,1007,0
11,0,0,0,0,9999,1007,0
12,0,0,0,0,9999,1007,0
14,0,0,0,0,9999,1006,0
16,0,0,0,0,9999,1006,1
18,0,0,0,0,9999,1006,1
16,0,0,0,0,9999,1006,1
17,0,0,0,0,9999,1006,1
13,25,60,0,0,9999,1006,1
15,0,0,0,0,9999,1006,1
14,0,60,0,0,9999,1006,1
14,0,0,0,0,9999,1006,1
13,0,80,0,0,9999,1007,1
13,0,0,0,0,9999,1007,1
14,0,70,0,0,9999,1007,1
13,0,0,0,0,9999,1008,1
13,0,80,0,0,9999,1008,1
12,0,0,0,0,9999,1008,1
12,0,0,0,0,9999,1008,0
15,0,0,0,0,9999,1008,0
08,0,0,0,0,9999,1007,0
12,0,0,0,0,9999,1006,0
12,0,0,0,0,9999,1008,0
14,0,0,0,0,9999,1007,0
14,0,0,0,0,9999,1008,0
17,0,0,0,0,9999,1008,1
17,0,0,0,0,9999,1007,0
12,0,0,0,0,9999,1008,0
15,0,0,0,0,9999,1007,1
17,0,0,0,0,9999,1007,1
13,0,0,0,0,9999,1007,0
13,0,0,0,0,9999,1007,0
11,0,0,0,0,9999,1007,0
14,0,0,0,0,9999,1007,0
14,0,0,0,0,9999,1007,0
10,0,60,0,0,9999,1007,0
15,0,0,0.3,1,9999,1008,0
15,0,0,0.3,1,9999,1008,0
18,0,0,0,0,9999,1008,1
15,0,0,0.3,1,9999,1008,0
17,0,0,0.3,1,9999,1008,0
14,0,0,0.3,1,9999,1008,1
15,0,0,0,0,9999,1008,0
13,0,60,0,0,9999,1008,0
09,0,0,0,0,9999,1008,0
16,0,0,0,0,9999,1009,0
14,0,0,0,0,9999,1009,0
14,0,0,0,0,9999,1008,0
12,0,0,0,0,9999,1008,0
12,0,0,0,0,9999,1008,0
10,0,0,0,0,9999,1008,0
11,0,0,0,0,9999,1008,0
08,0,0,0,0,9999,1008,0
10,0,0,0,0,9999,1007,0
08,0,0,0,0,9999,1007,0
07,0,0,0,0,9999,1008,0
09,0,60,0,0,9999,1008,0
08,0,70,0,0,9999,1009,0
08,0,0,0,0,9999,1009,0
10,0,0,0,0,9999,1009,0
10,0,0,0,0,9999,1009,0
07,0,0,0,0,9999,1009,0
08,0,60,0,0,9999,1009,0
11,0,60,0,0,9999,1008,0
13,0,0,0,0,9999,1008,0
14,0,70,0,0,9999,1008,0
16,0,0,0,0,9999,1007,0
18,0,0,0,0,9999,1007,1
16,0,60,0,0,9999,1006,1
14,0,60,0,0,9999,1006,0
15,0,0,0,0,9999,1006,1
14,0,0,0,0,9999,1006,0
12,0,0,0,0,9999,1006,0
14,0,0,0,0,9999,1007,1
14,0,0,0,0,9999,1007,0
14,0,0,0,0,9999,1007,0
14,0,70,0,0,9999,1007,0
12,0,0,0,0,9999,1008,0
07,0,80,0,0,9999,1008,0
07,0,90,0,0,9999,1008,0
07,0,0,0,0,9999,1008,0
07,0,60,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
05,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
05,0,0,0,0,9999,1008,0
05,0,0,0,0,9999,1008,0
03,0,0,0,0,9999,1009,0
07,0,0,0,0,9999,1009,0
06,0,0,0,0,9999,1009,0
07,0,0,0,0,9999,1008,0
08,0,0,0,0,9999,1008,0
07,0,0,0,0,9999,1008,0
07,0,0,0,0,9999,1008,0
06,0,0,0,0,9999,1008,0
07,0,90,0,0,9999,1007,0
08,0,0,0,0,9999,1007,0
08,0,0,0,0,9999,1007,0
07,0,0,0,0,9999,1007,0
07,0,70,0,0,9999,1007,0
06,0,70,0.3,1,9999,1007,0
13,0,0,0.3,1,9999,1008,0
08,0,0,0,0,9999,1008,1
12,0,0,0,0,9999,1008,0
06,0,70,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
03,0,110,0,0,9999,1009,0
03,0,100,0,0,9999,1009,0
04,0,90,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
01,0,0,0,0,9999,1009,0
01,0,0,0,0,9999,1009,0
01,0,0,0,0,9999,1009,0
01,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
03,0,60,0,0,9999,1008,0
03,0,100,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
01,16,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
03,0,0,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1007,0
03,0,0,0.3,1,9999,1007,0
03,0,130,0.3,1,9999,1007,0
03,0,70,0.3,1,9999,1007,0
06,0,0,0.3,1,5000,1007,1
02,0,0,0,0,9999,1006,1
05,0,90,0,0,9999,1007,0
06,0,130,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
03,0,80,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
04,0,80,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1006,0
01,0,0,0,0,9999,1006,0
02,0,0,0,0,9999,1006,0
01,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
04,0,60,0,0,9999,1007,0
02,0,0,0.3,1,9999,1006,0
01,0,0,0.3,1,9999,1006,0
05,0,0,0.3,1,9999,1006,0
05,0,80,0.3,1,5000,1006,0
11,0,0,1,1,1000,1006,1
14,0,0,1,1,0500,1006,1
19,0,0,1,1,0800,1005,1
14,24,0,0.3,1,8000,1005,1
06,16,90,0.6,1,2000,1006,0
08,0,60,0,0,9999,1006,0
07,0,0,0,0,9999,1006,0
07,0,0,0,0,9999,1006,0
08,0,0,0,0,9999,1006,0
08,0,0,0,0,9999,1006,0
07,0,100,0,0,9999,1007,0
07,0,120,0,0,9999,1007,0
04,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
01,0,0,0,0,9999,1006,0
04,0,60,0,0,9999,1007,0
03,0,100,0,0,9999,1007,0
02,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
06,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
06,0,0,0,0,9999,1007,0
04,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
05,0,0,0,0,9999,1006,0
01,0,0,0,0,9999,1006,0
03,0,100,0,0,9999,1006,0
02,0,0,0,0,9999,1005,0
04,0,90,0,0,9999,1006,0
06,0,100,0,0,9999,1007,0
08,0,0,0,0,9999,1007,0
13,0,0,0.3,1,9999,1008,1
12,0,0,0.3,1,9999,1007,1
07,17,0,0.3,1,9999,1007,1
11,0,60,0,0,9999,1006,1
12,0,0,0,0,9999,1006,1
06,0,120,0,0,9999,1007,1
04,0,110,0,0,9999,1007,0
04,0,90,0,0,9999,1007,0
05,0,60,0,0,9999,1007,0
10,0,70,0,0,9999,1007,0
03,0,120,0,0,9999,1007,0
04,0,80,0,0,9999,1007,0
05,0,60,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
01,0,0,0.3,1,9999,1007,0
04,0,80,0,0,9999,1007,0
04,0,0,0,0,9999,1006,0
03,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
05,0,0,0,0,9999,1006,0
07,0,0,0,0,9999,1006,0
07,0,0,0,0,9999,1006,0
08,0,0,0,0,9999,1006,0
05,0,140,0,0,9999,1005,0
07,0,110,0,0,9999,1005,0
07,0,90,0,0,9999,1005,0
06,0,70,0,0,9999,1005,0
06,0,80,0,0,9999,1005,0
07,0,70,0,0,9999,1006,0
05,0,130,0,0,9999,1006,0
08,0,80,0,0,9999,1006,0
10,0,0,0,0,9999,1007,0
09,0,90,0,0,9999,1007,0
10,0,70,0,0,9999,1008,0
09,0,70,0,0,9999,1008,0
11,0,70,0,0,9999,1008,0
09,0,0,0,0,9999,1008,0
07,0,0,0,0,9999,1009,0
07,0,0,0,0,9999,1009,0
05,0,70,0,0,9999,1009,0
04,0,60,0,0,9999,1009,0
03,0,60,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
05,0,0,0,0,9999,1007,0
02,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
03,0,60,0,0,9999,1008,0
03,0,0,0,0,9999,1008,0
03,0,60,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
03,0,70,0,0,9999,1008,0
03,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
04,0,60,0,0,9999,1009,0
01,0,0,0,0,9999,1008,0
04,0,90,0,0,9999,1008,0
04,0,60,0,0,9999,1008,0
09,0,0,0.3,1,9999,1008,0
12,0,60,0.3,1,3000,1009,1
08,0,70,0,0,9999,1008,0
06,0,90,0,0,9999,1007,0
06,0,110,0,0,9999,1008,0
06,0,110,0,0,9999,1008,0
06,0,150,0,0,9999,1008,0
06,0,80,0,0,9999,1008,0
08,0,110,0,0,9999,1009,0
07,0,80,0,0,9999,1009,0
07,0,110,0,0,9999,1009,0
09,0,70,0,0,9999,1009,0
05,0,110,0,0,9999,1009,0
04,0,100,0,0,9999,1010,0
04,0,100,0,0,9999,1010,0
02,0,0,0,0,9999,1010,0
02,0,0,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1008,0
03,0,170,0,0,9999,1008,0
04,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
04,0,0,0,0,9999,1009,0
04,0,60,0,0,9999,1010,0
04,0,70,0,0,9999,1009,0
03,0,80,0,0,9999,1009,0
04,0,0,0,0,9999,1009,0
03,0,0,0,0,9999,1009,0
04,0,0,0,0,9999,1008,0
07,0,0,0,0,9999,1008,0
04,0,0,0,0,9999,1008,0
04,0,60,0,0,9999,1008,0
06,0,0,0,0,9999,1008,0
05,0,80,0,0,9999,1008,0
04,0,150,0,0,9999,1008,0
05,0,80,0,0,9999,1008,0
06,0,70,0,0,9999,1008,0
06,0,90,0,0,9999,1008,0
07,0,80,0,0,9999,1009,0
09,0,80,0,0,9999,1009,0
11,0,60,0,0,9999,1009,0
10,0,0,0,0,9999,1009,0
12,0,0,0,0,9999,1009,0
10,0,0,0,0,9999,1009,1
06,0,100,0,0,9999,1009,1
06,0,80,0,0,9999,1010,0
07,0,70,0,0,9999,1010,0
04,0,0,0,0,9999,1010,0
06,0,100,0,0,9999,1010,0
03,0,110,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1010,0
03,0,80,0,0,9999,1010,0
03,0,0,0,0,9999,1010,0
01,0,0,0,0,9999,1010,0
01,0,0,0,0,9999,1010,0
02,0,0,0,0,9999,1010,0
02,0,0,0,0,9999,1010,0
01,0,0,0,0,9999,1011,0
04,0,0,0,0,9999,1011,0
03,0,60,0,0,9999,1011,0
03,0,0,0,0,9999,1012,0
03,0,0,0,0,9999,1012,0
03,0,0,0,0,9999,1012,0
05,0,0,0,0,9999,1011,0
05,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1010,0
03,0,0,0,0,9999,1010,0
02,0,0,0.3,1,9999,1010,0
01,0,0,0,0,9999,1010,0
04,0,0,0,0,9999,1010,0
04,0,80,0,0,9999,1010,0
08,0,60,0,0,9999,1010,0
09,0,0,0,0,9999,1010,0
08,0,80,0,0,9999,1010,0
08,0,80,0,0,9999,1011,0
09,0,0,0,0,9999,1011,0
04,0,0,0,0,9999,1011,0
03,0,0,0,0,9999,1011,0
03,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
01,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1012,0
01,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
02,0,0,0,0,9999,1011,0
03,0,70,0,0,9999,1010,0
05,0,130,0.6,1,9999,1009,0
05,0,170,1,1,1800,1009,0
12,0,70,0.3,1,7000,1010,0
05,0,80,0.3,1,8000,1009,0
05,0,130,0.3,1,6000,1009,0
04,0,130,0.3,1,9999,1009,0
04,0,0,0.3,1,9999,1009,1
09,0,70,0,0,9999,1009,1
06,0,120,0,0,9999,1009,0
06,0,130,0,0,9999,1009,0
05,0,170,0,0,9999,1009,0
06,0,110,0,0,9999,1010,0
05,0,120,0,0,9999,1010,0
05,0,90,0,0,9999,1010,0
06,0,70,0,0,9999,1010,0
04,0,100,0,0,9999,1010,0
04,0,160,0,0,9999,1010,0
03,0,120,0,0,9999,1010,0
02,0,0,0,0,9999,1010,0
02,0,0,0,0,9999,1010,0
02,0,0,0,0,9999,1009,0
00,0,0,0,0,9999,1009,0
03,0,90,0,0,9999,1009,0
04,0,0,0,0,9999,1008,0
04,0,60,0,0,9999,1008,0
03,0,0,0,0,9999,1009,0
04,0,0,0,0,9999,1009,0
01,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1009,0
02,0,0,0,0,9999,1008,0
01,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1008,0
03,0,0,0,0,9999,1008,0
02,0,0,0,0,9999,1007,0
03,0,80,0,0,9999,1007,0
02,0,0,0.3,1,9999,1007,0
09,0,90,1,1,2000,1007,1
20,0,0,1,1,1300,1007,1
11,0,0,0,0,9999,1006,1
03,0,0,0,0,9999,1006,0
03,0,0,0,0,9999,1007,0
06,0,0,0,0,9999,1007,0
06,0,80,0,0,9999,1007,0
03,0,0,0,0,9999,1007,0
04,0,0,0,0,9999,1008,0
05,0,0,0,0,9999,1008,0
04,0,80,0,0,9999,1008,0
04,0,170,0,0,9999,1008,0
02,0,0,0,0,9999,1007,0
03,0,60,0,0,9999,1007,0
02,0,0,0,0,9999,1007,0
03,0,0,0,0,9999,1006,0
